SourceFolder,Dataset,Model,Link,Log-Likelihood,AIC,BIC,nobs,n_params,success,nit,grad_norm_inf,cov_status,min_info_eig,info_rank,message
C3_identity_ZIP,C3,ZINB,identity,-3080.6803349857278,6173.360669971455,6211.696828890893,4400,6,True,32,0.0009653133892979,not_computed,,0,Optimization terminated successfully
C3_identity_ZIP,C3,P+NB,identity,-3079.9558058881357,6175.911611776271,6227.026490335521,4400,8,True,39,0.0162388478386219,not_computed,,0,Optimization terminated successfully
C3_identity_ZIP,C3,Z+P+NB,identity,-3079.3201117551143,6178.640223510229,6242.533821709292,4400,10,True,99,0.0017074504079346,not_computed,,0,Optimization terminated successfully
C3_identity_ZIP,C3,ZIP--ZINB,identity,-3078.3765748799897,6180.753149759979,6257.425467598856,4400,12,True,97,155.56836872854174,not_computed,,0,Optimization terminated successfully
C3_identity_Z_plus_P_plus_NB,C3,Poisson,identity,-3466.635873392149,6939.271746784298,6958.439826244016,4400,3,True,20,0.0008235605049549,not_computed,,0,Optimization terminated successfully
C3_identity_Z_plus_P_plus_NB,C3,NB,identity,-3152.4296064626533,6312.859212925307,6338.416652204932,4400,4,True,11,0.0026096703101643,not_computed,,0,Optimization terminated successfully
C3_identity_Z_plus_P_plus_NB,C3,ZIP,identity,-3081.2093677933444,6172.418735586689,6204.365534686221,4400,5,True,22,0.0012091976703629,not_computed,,0,Optimization terminated successfully
C3_identity_Z_plus_P_plus_NB,C3,ZINB,identity,-3080.6803349857278,6173.360669971455,6211.696828890893,4400,6,True,32,0.0009653133892979,not_computed,,0,Optimization terminated successfully
C3_identity_Z_plus_P_plus_NB,C3,P+NB,identity,-3079.9558058881357,6175.911611776271,6227.026490335521,4400,8,True,39,0.0162388478386219,not_computed,,0,Optimization terminated successfully
C3_identity_Z_plus_P_plus_NB,C3,Z+P+NB,identity,-3079.3201117551143,6178.640223510229,6242.533821709292,4400,10,True,99,0.0017074504079346,not_computed,,0,Optimization terminated successfully
C3_identity_Z_plus_P_plus_NB,C3,ZIP--ZINB,identity,-3078.3765748799897,6180.753149759979,6257.425467598856,4400,12,True,97,155.56836872854174,not_computed,,0,Optimization terminated successfully
C3_log_NB,C3,Poisson,log,-3468.148246215904,6942.296492431808,6961.464571891526,4400,3,True,10,0.0001975996462135,not_computed,,0,Optimization terminated successfully
C3_log_NB,C3,NB,log,-3153.5422421105554,6315.084484221111,6340.641923500736,4400,4,True,18,0.0021416996047491,not_computed,,0,Optimization terminated successfully
C3_log_NB,C3,ZIP,log,-3081.331619577812,6172.663239155623,6204.610038255155,4400,5,True,23,0.0004492188997176,not_computed,,0,Optimization terminated successfully
C3_log_NB,C3,ZINB,log,-3080.9386209822856,6173.877241964571,6212.213400884009,4400,6,True,22,0.0001100444358055,not_computed,,0,Optimization terminated successfully
C3_log_NB,C3,P+NB,log,-3077.951773504374,6171.903547008748,6223.018425567999,4400,8,True,51,9.055053015316616e-05,not_computed,,0,Optimization terminated successfully
C3_log_NB,C3,Z+P+NB,log,-3077.4611512334286,6174.922302466857,6238.815900665921,4400,10,True,51,0.0092831269260926,not_computed,,0,Optimization terminated successfully
C3_log_NB,C3,ZIP--ZINB,log,-3077.2031080918023,6178.406216183605,6255.078534022481,4400,12,True,223,0.0170697738854244,not_computed,,0,Optimization terminated successfully
C3_log_P_plus_NB,C3,Poisson,log,-3468.148246215904,6942.296492431808,6961.464571891526,4400,3,True,10,0.0001975996462135,not_computed,,0,Optimization terminated successfully
C3_log_P_plus_NB,C3,NB,log,-3153.5422421105554,6315.084484221111,6340.641923500736,4400,4,True,18,0.0021416996047491,not_computed,,0,Optimization terminated successfully
C3_log_P_plus_NB,C3,ZIP,log,-3081.331619577812,6172.663239155623,6204.610038255155,4400,5,True,23,0.0004492188997176,not_computed,,0,Optimization terminated successfully
C3_log_P_plus_NB,C3,ZINB,log,-3080.9386209822856,6173.877241964571,6212.213400884009,4400,6,True,22,0.0001100444358055,not_computed,,0,Optimization terminated successfully
C3_log_P_plus_NB,C3,P+NB,log,-3077.951773504374,6171.903547008748,6223.018425567999,4400,8,True,51,9.055053015316616e-05,not_computed,,0,Optimization terminated successfully
C3_log_P_plus_NB,C3,Z+P+NB,log,-3077.4611512334286,6174.922302466857,6238.815900665921,4400,10,True,51,0.0092831269260926,not_computed,,0,Optimization terminated successfully
C3_log_P_plus_NB,C3,ZIP--ZINB,log,-3077.2031080918023,6178.406216183605,6255.078534022481,4400,12,True,223,0.0170697738854244,not_computed,,0,Optimization terminated successfully
C3_log_Poisson,C3,Poisson,log,-3468.148246215904,6942.296492431808,6961.464571891526,4400,3,True,10,0.0001975996462135,not_computed,,0,Optimization terminated successfully
C3_log_Poisson,C3,NB,log,-3153.5422421105554,6315.084484221111,6340.641923500736,4400,4,True,18,0.0021416996047491,not_computed,,0,Optimization terminated successfully
C3_log_Poisson,C3,ZIP,log,-3081.331619577812,6172.663239155623,6204.610038255155,4400,5,True,23,0.0004492188997176,not_computed,,0,Optimization terminated successfully
C3_log_Poisson,C3,ZINB,log,-3080.9386209822856,6173.877241964571,6212.213400884009,4400,6,True,22,0.0001100444358055,not_computed,,0,Optimization terminated successfully
C3_log_Poisson,C3,P+NB,log,-3077.951773504374,6171.903547008748,6223.018425567999,4400,8,True,51,9.055053015316616e-05,not_computed,,0,Optimization terminated successfully
C3_log_Poisson,C3,Z+P+NB,log,-3077.4611512334286,6174.922302466857,6238.815900665921,4400,10,True,51,0.0092831269260926,not_computed,,0,Optimization terminated successfully
C3_log_Poisson,C3,ZIP--ZINB,log,-3077.2031080918023,6178.406216183605,6255.078534022481,4400,12,True,223,0.0170697738854244,not_computed,,0,Optimization terminated successfully
C3_log_ZINB,C3,Poisson,log,-3468.148246215904,6942.296492431808,6961.464571891526,4400,3,True,10,0.0001975996462135,not_computed,,0,Optimization terminated successfully
C3_log_ZINB,C3,NB,log,-3153.5422421105554,6315.084484221111,6340.641923500736,4400,4,True,18,0.0021416996047491,not_computed,,0,Optimization terminated successfully
C3_log_ZINB,C3,ZIP,log,-3081.331619577812,6172.663239155623,6204.610038255155,4400,5,True,23,0.0004492188997176,not_computed,,0,Optimization terminated successfully
C3_log_ZINB,C3,ZINB,log,-3080.9386209822856,6173.877241964571,6212.213400884009,4400,6,True,22,0.0001100444358055,not_computed,,0,Optimization terminated successfully
C3_log_ZINB,C3,P+NB,log,-3077.951773504374,6171.903547008748,6223.018425567999,4400,8,True,51,9.055053015316616e-05,not_computed,,0,Optimization terminated successfully
C3_log_ZINB,C3,Z+P+NB,log,-3077.4611512334286,6174.922302466857,6238.815900665921,4400,10,True,51,0.0092831269260926,not_computed,,0,Optimization terminated successfully
C3_log_ZINB,C3,ZIP--ZINB,log,-3077.2031080918023,6178.406216183605,6255.078534022481,4400,12,True,223,0.0170697738854244,not_computed,,0,Optimization terminated successfully
C3_log_ZIP,C3,Poisson,log,-3468.148246215904,6942.296492431808,6961.464571891526,4400,3,True,10,0.0001975996462135,not_computed,,0,Optimization terminated successfully
C3_log_ZIP,C3,NB,log,-3153.5422421105554,6315.084484221111,6340.641923500736,4400,4,True,18,0.0021416996047491,not_computed,,0,Optimization terminated successfully
C3_log_ZIP,C3,ZIP,log,-3081.331619577812,6172.663239155623,6204.610038255155,4400,5,True,23,0.0004492188997176,not_computed,,0,Optimization terminated successfully
C3_log_ZIP,C3,ZINB,log,-3080.9386209822856,6173.877241964571,6212.213400884009,4400,6,True,22,0.0001100444358055,not_computed,,0,Optimization terminated successfully
C3_log_ZIP,C3,P+NB,log,-3077.951773504374,6171.903547008748,6223.018425567999,4400,8,True,51,9.055053015316616e-05,not_computed,,0,Optimization terminated successfully
C3_log_ZIP,C3,Z+P+NB,log,-3077.4611512334286,6174.922302466857,6238.815900665921,4400,10,True,51,0.0092831269260926,not_computed,,0,Optimization terminated successfully
C3_log_ZIP,C3,ZIP--ZINB,log,-3077.2031080918023,6178.406216183605,6255.078534022481,4400,12,True,223,0.0170697738854244,not_computed,,0,Optimization terminated successfully
C3_log_Z_plus_P_plus_NB,C3,Poisson,log,-3468.148246215904,6942.296492431808,6961.464571891526,4400,3,True,10,0.0001975996462135,not_computed,,0,Optimization terminated successfully
C3_log_Z_plus_P_plus_NB,C3,NB,log,-3153.5422421105554,6315.084484221111,6340.641923500736,4400,4,True,18,0.0021416996047491,not_computed,,0,Optimization terminated successfully
C3_log_Z_plus_P_plus_NB,C3,ZIP,log,-3081.331619577812,6172.663239155623,6204.610038255155,4400,5,True,23,0.0004492188997176,not_computed,,0,Optimization terminated successfully
C3_log_Z_plus_P_plus_NB,C3,ZINB,log,-3080.9386209822856,6173.877241964571,6212.213400884009,4400,6,True,22,0.0001100444358055,not_computed,,0,Optimization terminated successfully
C3_log_Z_plus_P_plus_NB,C3,P+NB,log,-3077.951773504374,6171.903547008748,6223.018425567999,4400,8,True,51,9.055053015316616e-05,not_computed,,0,Optimization terminated successfully
C3_log_Z_plus_P_plus_NB,C3,Z+P+NB,log,-3077.4611512334286,6174.922302466857,6238.815900665921,4400,10,True,51,0.0092831269260926,not_computed,,0,Optimization terminated successfully
C3_log_Z_plus_P_plus_NB,C3,ZIP--ZINB,log,-3077.2031080918023,6178.406216183605,6255.078534022481,4400,12,True,223,0.0170697738854244,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_NB,H2AX1H60,Poisson,identity,-1590.3284183337996,3184.6568366675992,3193.44735986383,599,2,True,5,2.837368112729166e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_NB,H2AX1H60,NB,identity,-1267.4561720564352,2540.9123441128704,2554.098128907217,599,3,True,10,5.080553497349705e-07,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_NB,H2AX1H60,ZIP,identity,-1188.3167116189118,2384.6334232378235,2402.2144696302853,599,4,True,10,0.0002011025537118,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_NB,H2AX1H60,ZINB,identity,-1180.3105819554685,2370.621163910937,2392.5974719015144,599,5,True,11,6.234992879861068e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_NB,H2AX1H60,P+NB,identity,-1170.622009954243,2353.2440199084854,2379.615589497178,599,6,True,29,11.503037387154563,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_NB,H2AX1H60,Z+P+NB,identity,-1165.9817975385542,2347.9635950771085,2383.125687862032,599,8,True,53,0.000510442186545,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_NB,H2AX1H60,ZIP--ZINB,identity,-1151.5406251159252,2323.0812502318504,2367.033866213005,599,10,True,51,0.002247819399397,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_P_plus_NB,H2AX1H60,Poisson,identity,-1590.3284183337996,3184.6568366675992,3193.44735986383,599,2,True,5,2.837368112729166e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_P_plus_NB,H2AX1H60,NB,identity,-1267.4561720564352,2540.9123441128704,2554.098128907217,599,3,True,10,5.080553497349705e-07,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_P_plus_NB,H2AX1H60,ZIP,identity,-1188.3167116189118,2384.6334232378235,2402.2144696302853,599,4,True,10,0.0002011025537118,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_P_plus_NB,H2AX1H60,ZINB,identity,-1180.3105819554685,2370.621163910937,2392.5974719015144,599,5,True,11,6.234992879861068e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_P_plus_NB,H2AX1H60,P+NB,identity,-1170.622009954243,2353.2440199084854,2379.615589497178,599,6,True,29,11.503037387154563,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_P_plus_NB,H2AX1H60,Z+P+NB,identity,-1165.9817975385542,2347.9635950771085,2383.125687862032,599,8,True,53,0.000510442186545,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_P_plus_NB,H2AX1H60,ZIP--ZINB,identity,-1151.5406251159252,2323.0812502318504,2367.033866213005,599,10,True,51,0.002247819399397,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_Poisson,H2AX1H60,Poisson,identity,-1590.3284183337996,3184.6568366675992,3193.44735986383,599,2,True,5,2.837368112729166e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_Poisson,H2AX1H60,NB,identity,-1267.4561720564352,2540.9123441128704,2554.098128907217,599,3,True,10,5.080553497349705e-07,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_Poisson,H2AX1H60,ZIP,identity,-1188.3167116189118,2384.6334232378235,2402.2144696302853,599,4,True,10,0.0002011025537118,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_Poisson,H2AX1H60,ZINB,identity,-1180.3105819554685,2370.621163910937,2392.5974719015144,599,5,True,11,6.234992879861068e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_Poisson,H2AX1H60,P+NB,identity,-1170.622009954243,2353.2440199084854,2379.615589497178,599,6,True,29,11.503037387154563,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_Poisson,H2AX1H60,Z+P+NB,identity,-1165.9817975385542,2347.9635950771085,2383.125687862032,599,8,True,53,0.000510442186545,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_Poisson,H2AX1H60,ZIP--ZINB,identity,-1151.5406251159252,2323.0812502318504,2367.033866213005,599,10,True,51,0.002247819399397,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_ZINB,H2AX1H60,Poisson,identity,-1590.3284183337996,3184.6568366675992,3193.44735986383,599,2,True,5,2.837368112729166e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_ZINB,H2AX1H60,NB,identity,-1267.4561720564352,2540.9123441128704,2554.098128907217,599,3,True,10,5.080553497349705e-07,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_ZINB,H2AX1H60,ZIP,identity,-1188.3167116189118,2384.6334232378235,2402.2144696302853,599,4,True,10,0.0002011025537118,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_ZINB,H2AX1H60,ZINB,identity,-1180.3105819554685,2370.621163910937,2392.5974719015144,599,5,True,11,6.234992879861068e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_ZINB,H2AX1H60,P+NB,identity,-1170.622009954243,2353.2440199084854,2379.615589497178,599,6,True,29,11.503037387154563,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_ZINB,H2AX1H60,Z+P+NB,identity,-1165.9817975385542,2347.9635950771085,2383.125687862032,599,8,True,53,0.000510442186545,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_ZINB,H2AX1H60,ZIP--ZINB,identity,-1151.5406251159252,2323.0812502318504,2367.033866213005,599,10,True,51,0.002247819399397,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_ZIP,H2AX1H60,Poisson,identity,-1590.3284183337996,3184.6568366675992,3193.44735986383,599,2,True,5,2.837368112729166e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_ZIP,H2AX1H60,NB,identity,-1267.4561720564352,2540.9123441128704,2554.098128907217,599,3,True,10,5.080553497349705e-07,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_ZIP,H2AX1H60,ZIP,identity,-1188.3167116189118,2384.6334232378235,2402.2144696302853,599,4,True,10,0.0002011025537118,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_ZIP,H2AX1H60,ZINB,identity,-1180.3105819554685,2370.621163910937,2392.5974719015144,599,5,True,11,6.234992879861068e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_ZIP,H2AX1H60,P+NB,identity,-1170.622009954243,2353.2440199084854,2379.615589497178,599,6,True,29,11.503037387154563,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_ZIP,H2AX1H60,Z+P+NB,identity,-1165.9817975385542,2347.9635950771085,2383.125687862032,599,8,True,53,0.000510442186545,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_ZIP,H2AX1H60,ZIP--ZINB,identity,-1151.5406251159252,2323.0812502318504,2367.033866213005,599,10,True,51,0.002247819399397,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_Z_plus_P_plus_NB,H2AX1H60,Poisson,identity,-1590.3284183337996,3184.6568366675992,3193.44735986383,599,2,True,5,2.837368112729166e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_Z_plus_P_plus_NB,H2AX1H60,NB,identity,-1267.4561720564352,2540.9123441128704,2554.098128907217,599,3,True,10,5.080553497349705e-07,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_Z_plus_P_plus_NB,H2AX1H60,ZIP,identity,-1188.3167116189118,2384.6334232378235,2402.2144696302853,599,4,True,10,0.0002011025537118,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_Z_plus_P_plus_NB,H2AX1H60,ZINB,identity,-1180.3105819554685,2370.621163910937,2392.5974719015144,599,5,True,11,6.234992879861068e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_Z_plus_P_plus_NB,H2AX1H60,P+NB,identity,-1170.622009954243,2353.2440199084854,2379.615589497178,599,6,True,29,11.503037387154563,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_Z_plus_P_plus_NB,H2AX1H60,Z+P+NB,identity,-1165.9817975385542,2347.9635950771085,2383.125687862032,599,8,True,53,0.000510442186545,not_computed,,0,Optimization terminated successfully
H2AX1H60_identity_Z_plus_P_plus_NB,H2AX1H60,ZIP--ZINB,identity,-1151.5406251159252,2323.0812502318504,2367.033866213005,599,10,True,51,0.002247819399397,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_NB,H2AX1H60,Poisson,log,-1584.6951980400904,3173.390396080181,3182.180919276412,599,2,True,8,0.0004991166116781,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_NB,H2AX1H60,NB,log,-1266.4157692032236,2538.831538406447,2552.0173232007937,599,3,True,10,1.581341439105266e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_NB,H2AX1H60,ZIP,log,-1187.9872353467051,2383.9744706934102,2401.555517085872,599,4,True,12,0.0001019601892036,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_NB,H2AX1H60,ZINB,log,-1180.0527611021648,2370.1055222043296,2392.081830194907,599,5,True,22,0.0001522841586049,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_NB,H2AX1H60,P+NB,log,-1164.1319809356314,2340.263961871263,2366.6355314599555,599,6,True,35,8.215804904843083e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_NB,H2AX1H60,Z+P+NB,log,-1162.586630265866,2341.173260531732,2376.3353533166555,599,8,True,40,0.0037257082037474,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_NB,H2AX1H60,ZIP--ZINB,log,-1151.8513319862209,2323.7026639724418,2367.655279953596,599,10,True,55,0.0049197016785305,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_P_plus_NB,H2AX1H60,Poisson,log,-1584.6951980400904,3173.390396080181,3182.180919276412,599,2,True,8,0.0004991166116781,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_P_plus_NB,H2AX1H60,NB,log,-1266.4157692032236,2538.831538406447,2552.0173232007937,599,3,True,10,1.581341439105266e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_P_plus_NB,H2AX1H60,ZIP,log,-1187.9872353467051,2383.9744706934102,2401.555517085872,599,4,True,12,0.0001019601892036,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_P_plus_NB,H2AX1H60,ZINB,log,-1180.0527611021648,2370.1055222043296,2392.081830194907,599,5,True,22,0.0001522841586049,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_P_plus_NB,H2AX1H60,P+NB,log,-1164.1319809356314,2340.263961871263,2366.6355314599555,599,6,True,35,8.215804904843083e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_P_plus_NB,H2AX1H60,Z+P+NB,log,-1162.586630265866,2341.173260531732,2376.3353533166555,599,8,True,40,0.0037257082037474,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_P_plus_NB,H2AX1H60,ZIP--ZINB,log,-1151.8513319862209,2323.7026639724418,2367.655279953596,599,10,True,55,0.0049197016785305,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_Poisson,H2AX1H60,Poisson,log,-1584.6951980400904,3173.390396080181,3182.180919276412,599,2,True,8,0.0004991166116781,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_Poisson,H2AX1H60,NB,log,-1266.4157692032236,2538.831538406447,2552.0173232007937,599,3,True,10,1.581341439105266e-05,not_computed,,0,Optimization terminated successfully
H2AX1H60_log_Poisson,H2AX1H60,ZIP,log,-1187.9872353467051,2383.9744706934102,2401.555517085872,599,4,True,12,0.0001019601892036,not_computed,,0,Optimization terminated successfully
