Dataset,Link,Fold,Model,fit_elapsed_sec,success,nit,llf,aic,bic,grad_norm_inf,cov_status
C3,identity,2,Poisson,0.17630887031555176,True,22,-2749.4790255324783,5504.958051064957,5523.456699870733,0.0004157768776735793,not_computed
C3,identity,2,NB,0.5761322975158691,True,89,-2502.906562869618,5013.813125739236,5038.477990813604,0.010761732324304774,not_computed
C3,identity,2,ZIP,0.38306617736816406,True,26,-2450.90747856722,4911.81495713444,4942.646038477401,5.227076227454219e-05,not_computed
C3,identity,2,ZINB,0.8611695766448975,True,26,-2450.131983618523,4912.263967237046,4949.261264848599,0.0025910481039090882,not_computed
C3,identity,2,P+NB,1.0637385845184326,True,55,-2451.04781848807,4918.09563697614,4967.425367124877,0.0032987363801572278,not_computed
C3,identity,2,Z+P+NB,2.1722230911254883,True,69,-2448.927713341718,4917.855426683436,4979.517589369358,0.05334280301379124,not_computed
C3,identity,2,ZIP--ZINB,3.0042126178741455,True,126,-2447.7087302540876,4919.417460508175,4993.412055731281,450.36983296863013,not_computed
C3,identity,1,Poisson,0.2628345489501953,True,9,-2744.8513388382235,5495.702677676447,5514.2013264822235,0.000661123165087929,not_computed
C3,identity,1,NB,0.4223971366882324,True,11,-2493.450171862213,4994.900343724426,5019.565208798795,0.0012073678634578755,not_computed
C3,identity,1,ZIP,0.4913513660430908,True,13,-2435.7781227287705,4881.556245457541,4912.387326800502,0.0004919614736920153,not_computed
C3,identity,1,ZINB,0.6724278926849365,True,27,-2434.962935062059,4881.925870124118,4918.923167735671,0.001497921153571724,not_computed
C3,identity,1,P+NB,1.523040771484375,True,103,-2435.5108720176167,4887.0217440352335,4936.351474183971,155.0281798964148,not_computed
C3,identity,1,Z+P+NB,1.8342573642730713,True,65,-2434.446549594005,4888.89309918801,4950.555261873931,0.033995120599470685,not_computed
C3,identity,1,ZIP--ZINB,3.8602383136749268,True,111,-2431.905164951342,4887.810329902684,4961.80492512579,0.7561794426032482,not_computed
C3,identity,3,Poisson,0.40804481506347656,True,41,-2724.2052699141323,5454.4105398282645,5472.909188634041,0.0015973631875283445,not_computed
C3,identity,3,NB,0.6053915023803711,True,24,-2494.1002883708134,4996.200576741627,5020.865441815995,0.00367109430766277,not_computed
C3,identity,3,ZIP,0.556537389755249,True,18,-2437.801790118244,4885.603580236488,4916.434661579448,5.602609058286134e-05,not_computed
C3,identity,3,ZINB,1.324913740158081,True,27,-2437.497906840958,4886.995813681916,4923.993111293469,0.007794978885335979,not_computed
C3,identity,3,P+NB,1.1250178813934326,True,39,-2436.9247503635665,4889.849500727133,4939.17923087587,148.98096634490344,not_computed
C3,identity,3,Z+P+NB,1.7693665027618408,True,68,-2437.2874693595377,4894.574938719075,4956.237101404997,0.02183902651977121,not_computed
C3,identity,3,ZIP--ZINB,3.415212631225586,True,88,-2435.709387820301,4895.418775640602,4969.413370863707,0.00250235560007539,not_computed
C2,identity,0,Poisson,0.23401474952697754,True,47,-2778.8498574923497,5563.699714984699,5582.921849960926,0.0015722314452659703,not_computed
C2,identity,0,NB,0.6659224033355713,True,13,-2319.684423575298,4647.368847150596,4672.998360452232,0.00041783799197503413,not_computed
C2,identity,0,ZIP,0.6033809185028076,True,19,-2242.51932643366,4495.03865286732,4527.075544494365,0.0003676015400344568,not_computed
C2,identity,0,ZINB,1.6608467102050781,True,52,-2242.5188302251386,4497.037660450277,4535.481930402731,0.025170657137593366,not_computed
C2,identity,0,P+NB,2.5028305053710938,True,110,-2244.1307303034946,4504.261460606989,4555.520487210261,1288.6807117915548,not_computed
C2,identity,0,Z+P+NB,2.097327709197998,True,44,-2242.5193280996405,4505.038656199281,4569.112439453371,3.500032158854083e-05,not_computed
C2,identity,0,ZIP--ZINB,2.08992600440979,True,1,-2242.5191288634246,4509.038257726849,4585.926797631758,0.006633310924637925,not_computed
C2,identity,2,Poisson,0.24345040321350098,True,13,-2794.197663668595,5594.39532733719,5613.617462313417,0.001100834936210049,not_computed
C2,identity,2,NB,0.35398268699645996,True,31,-2323.0378874008466,4654.075774801693,4679.70528810333,0.0009212638478004465,not_computed
C2,identity,2,ZIP,0.5197935104370117,True,21,-2248.285857249907,4506.571714499814,4538.60860612686,0.001097358356403788,not_computed
C2,identity,2,ZINB,1.2635729312896729,True,49,-2248.285430823131,4508.570861646262,4547.015131598716,0.0028382829591819814,not_computed
C2,identity,2,P+NB,1.349069595336914,True,46,-2249.384692342933,4514.769384685866,4566.028411289138,0.05573361060574955,not_computed
C2,identity,2,Z+P+NB,2.9529004096984863,True,76,-2248.28586370682,4516.57172741364,4580.6455106677295,0.024900888198267523,not_computed
C2,identity,2,ZIP--ZINB,3.3995039463043213,True,3,-2248.285569160327,4520.571138320654,4597.459678225563,0.20889478307741172,not_computed
C3,identity,4,Poisson,0.2941625118255615,True,13,-2755.041292651705,5516.08258530341,5534.581234109187,5.207709432397678e-05,not_computed
C3,identity,4,NB,0.4551889896392822,True,12,-2505.886678160959,5019.773356321918,5044.438221396286,0.0011373426546441578,not_computed
C3,identity,4,ZIP,0.4632725715637207,True,71,-2443.3964571936067,4896.792914387213,4927.623995730174,0.0005084140548774485,not_computed
C3,identity,4,ZINB,1.3257567882537842,True,74,-2443.3805667295096,4898.761133459019,4935.758431070572,0.00022301905935107058,not_computed
C3,identity,4,P+NB,1.215362310409546,True,52,-2443.4043869150355,4902.808773830071,4952.138503978808,0.0017131982328307098,not_computed
C3,identity,4,Z+P+NB,2.2809255123138428,True,111,-2442.7965543960895,4905.593108792179,4967.2552714781,0.006372645246564446,not_computed
C3,identity,4,ZIP--ZINB,4.1510679721832275,True,98,-2439.7747467596537,4903.549493519307,4977.544088742413,0.24709349515747192,not_computed
C2,identity,4,Poisson,0.15021157264709473,True,11,-2837.4584646687417,5680.916929337483,5700.13906431371,0.0008940148503029377,not_computed
C2,identity,4,NB,0.5653078556060791,True,89,-2377.4019762147495,4762.803952429499,4788.433465731136,0.0010759415842613862,not_computed
C2,identity,4,ZIP,1.1747994422912598,True,100,-2302.869577272619,4615.739154545238,4647.776046172284,0.0009088961130601092,not_computed
C2,identity,4,ZINB,1.3710212707519531,True,44,-2302.8695300847908,4617.7390601695815,4656.183330122036,0.019490013868901812,not_computed
C2,identity,4,P+NB,1.439424991607666,True,38,-2304.177749980332,4624.355499960664,4675.614526563936,294.51313007121433,not_computed
C2,identity,4,Z+P+NB,2.5088186264038086,True,72,-2302.8695880809555,4625.739176161911,4689.812959416001,0.007911263846331451,not_computed
C2,identity,4,ZIP--ZINB,3.1820216178894043,True,88,-2299.937398897233,4623.874797794466,4700.7633376993745,0.06815544707425403,not_computed
C2,log,3,Poisson,0.09154129028320312,True,15,-2821.820805035366,5649.641610070732,5668.863745046959,0.002070826902979661,not_computed
C2,log,3,NB,0.21326351165771484,True,11,-2370.2616059314123,4748.523211862825,4774.152725164461,0.00021693759643426347,not_computed
C2,log,3,ZIP,0.1920461654663086,True,15,-2292.9541068887615,4595.908213777523,4627.9451054045685,0.0006970048657706229,not_computed
C2,log,3,ZINB,1.234907865524292,True,59,-2292.9537662918847,4597.907532583769,4636.351802536224,0.004470225145468021,not_computed
C2,log,3,P+NB,1.5530636310577393,True,49,-2298.080585588395,4612.16117117679,4663.420197780062,0.004138952791237216,not_computed
C2,log,3,Z+P+NB,3.5429506301879883,True,88,-2291.8698346454585,4603.739669290917,4667.813452545007,0.025006961340096723,not_computed
C2,log,3,ZIP--ZINB,3.6888022422790527,True,72,-2291.2360461965573,4606.4720923931145,4683.360632298023,0.010748236065223153,not_computed
C2,log,0,Poisson,0.10975527763366699,True,10,-2924.725303348738,5855.450606697476,5874.672741673703,0.0003152011792906251,not_computed
C2,log,0,NB,0.2882194519042969,True,14,-2427.1638993396564,4862.327798679313,4887.957311980949,0.0005003640282339461,not_computed
C2,log,0,ZIP,0.23799371719360352,True,13,-2347.495160263984,4704.990320527968,4737.027212155013,0.0007891505819372924,not_computed
C2,log,0,ZINB,1.0349934101104736,True,38,-2347.49488950879,4706.98977901758,4745.434048970034,0.009004661667631808,not_computed
C2,log,0,P+NB,1.8376646041870117,True,113,-2349.3859720094274,4714.771944018855,4766.030970622127,0.0746581921242182,not_computed
C2,log,0,Z+P+NB,3.5937998294830322,True,95,-2343.6837611715073,4707.367522343015,4771.4413055971045,0.004244938022087474,not_computed
C2,log,0,ZIP--ZINB,3.591437339782715,True,48,-2342.8064780963323,4709.612956192665,4786.501496097573,0.1415131346201406,not_computed
C3,identity,0,Poisson,0.18534111976623535,True,44,-2809.9821244441227,5625.9642488882455,5644.462897694022,0.0050160339637272955,not_computed
C3,identity,0,NB,0.4462928771972656,True,17,-2556.6912243567176,5121.382448713435,5146.047313787803,0.0014253802936394777,not_computed
C3,identity,0,ZIP,0.8670167922973633,True,17,-2488.2943270616497,4986.588654123299,5017.41973546626,0.0005482413529023233,not_computed
C3,identity,0,ZINB,1.2939579486846924,True,27,-2488.2293437395138,4988.4586874790275,5025.455985090581,0.0010178206647566412,not_computed
C3,identity,0,P+NB,1.5304617881774902,True,34,-2488.135721648649,4992.271443297298,5041.601173446035,1012.5671002205668,not_computed
C3,identity,0,Z+P+NB,1.9892017841339111,True,89,-2488.087952836495,4996.17590567299,5057.838068358911,0.006344303492149095,not_computed
C3,identity,0,ZIP--ZINB,4.5878777503967285,True,151,-2486.7660830216537,4997.532166043307,5071.526761266413,16.468666814570895,not_computed
C2,log,1,Poisson,0.11686205863952637,True,10,-2885.5725260297445,5777.145052059489,5796.367187035716,0.0031884014126717375,not_computed
C2,log,1,NB,0.22234272956848145,True,13,-2396.964297886678,4801.928595773356,4827.558109074993,0.00035414027800584336,not_computed
C2,log,1,ZIP,0.4252767562866211,True,30,-2314.796524431918,4639.593048863836,4671.629940490881,0.00011314050109945128,not_computed
C2,log,1,ZINB,1.2079436779022217,True,47,-2314.7961309553657,4641.592261910731,4680.036531863186,0.0008459359216317353,not_computed
C2,log,1,P+NB,1.7987985610961914,True,77,-2316.9667867293756,4649.933573458751,4701.192600062023,1.0948564169408428,not_computed
C2,log,1,Z+P+NB,4.03241753578186,True,135,-2312.4695391494133,4644.939078298827,4709.012861552917,0.0260288882700479,not_computed
C2,log,1,ZIP--ZINB,3.336862087249756,True,36,-2311.5367585321324,4647.073517064265,4723.962056969173,0.2005249468710133,not_computed
C2,identity,1,Poisson,0.23868823051452637,True,42,-2788.5397996226984,5583.079599245397,5602.3017342216235,0.011017624770886414,not_computed
C2,identity,1,NB,0.4270448684692383,True,23,-2327.1591281048504,4662.318256209701,4687.947769511337,0.0015934715568306501,not_computed
C2,identity,1,ZIP,0.7070796489715576,True,24,-2254.072245168769,4518.144490337538,4550.181381964583,0.002975879050850949,not_computed
C2,identity,1,ZINB,1.8237824440002441,True,51,-2254.0715183027737,4520.143036605547,4558.587306558002,0.02165978075900199,not_computed
C2,identity,1,P+NB,1.9994838237762451,True,111,-2255.4462726419524,4526.892545283905,4578.151571887177,0.015744851553324505,not_computed
C2,identity,1,Z+P+NB,3.3658194541931152,True,163,-2254.0717874229376,4528.143574845875,4592.217358099965,0.0458326513137024,not_computed
C2,identity,1,ZIP--ZINB,3.0170555114746094,True,4,-2254.072239215354,4532.144478430708,4609.033018335616,0.2129654915484238,not_computed
H2AX1H60,identity,0,Poisson,0.027929067611694336,True,5,-1279.7340739114143,2563.4681478228285,2571.8115490176506,1.8309176613939826e-05,not_computed
H2AX1H60,identity,0,NB,0.05617094039916992,True,8,-1002.6346047873503,2011.2692095747007,2023.7843113669335,7.4253378687938465e-06,not_computed
H2AX1H60,identity,0,ZIP,0.0722196102142334,True,11,-940.4764444429903,1888.9528888859807,1905.6396912756243,2.1291283574198516e-05,not_computed
H2AX1H60,identity,0,ZINB,0.13075900077819824,True,15,-933.2181529266152,1876.4363058532304,1897.294808840285,8.38045343947158e-05,not_computed
H2AX1H60,identity,0,P+NB,0.2785220146179199,True,32,-928.5828768326305,1869.165753665261,1894.1959572497265,9.22217802072911e-05,not_computed
H2AX1H60,identity,0,Z+P+NB,0.6450996398925781,True,67,-925.0670790386876,1866.134158077375,1899.5077628566623,0.001841128001258241,not_computed
H2AX1H60,identity,0,ZIP--ZINB,0.6531128883361816,True,45,-912.2122788058871,1844.4245576117742,1886.1415635858832,0.008552451242867853,not_computed
H2AX1H60,identity,1,Poisson,0.027373790740966797,True,5,-1284.497882017383,2572.995764034766,2581.339165229588,3.2311844474719464e-05,not_computed
H2AX1H60,identity,1,NB,0.05481743812561035,True,10,-1023.165271803821,2052.330543607642,2064.8456453998747,2.2640303170007314e-05,not_computed
H2AX1H60,identity,1,ZIP,0.07197785377502441,True,10,-967.3792468350676,1942.7584936701353,1959.445296059779,1.4583314485783205e-05,not_computed
H2AX1H60,identity,1,ZINB,0.13182997703552246,True,15,-958.7222734984252,1927.4445469968505,1948.303049983905,7.858222185977426e-06,not_computed
H2AX1H60,identity,1,P+NB,0.3284189701080322,True,31,-947.7312699554196,1907.4625399108393,1932.4927434953047,0.00024576258220943004,not_computed
H2AX1H60,identity,1,Z+P+NB,0.5740318298339844,True,45,-945.4112867749648,1906.8225735499295,1940.1961783292168,0.000839300738927129,not_computed
H2AX1H60,identity,1,ZIP--ZINB,0.7366218566894531,True,29,-932.5656338767228,1885.1312677534456,1926.8482737275547,0.020047096802376485,not_computed
H2AX1H60,identity,2,Poisson,0.030874013900756836,True,5,-1274.009273005543,2552.018546011086,2560.361947205908,2.694565407779237e-05,not_computed
H2AX1H60,identity,2,NB,0.05976510047912598,True,11,-1016.6306387122136,2039.2612774244271,2051.7763792166597,9.386449475567993e-06,not_computed
H2AX1H60,identity,2,ZIP,0.07361412048339844,True,11,-951.3249231077078,1910.6498462154157,1927.3366486050593,3.944816310208488e-05,not_computed
H2AX1H60,identity,2,ZINB,0.13086581230163574,True,15,-945.5012095225956,1901.0024190451911,1921.8609220322458,2.038012642061049e-05,not_computed
H2AX1H60,identity,2,P+NB,0.320481538772583,True,29,-936.3452937316506,1884.6905874633012,1909.7207910477666,4.501841866022194,not_computed
H2AX1H60,identity,2,Z+P+NB,0.6708707809448242,True,64,-933.9813043098036,1883.9626086196072,1917.3362133988944,0.0012610557663639277,not_computed
H2AX1H60,identity,2,ZIP--ZINB,0.880612850189209,True,58,-925.031158649173,1870.062317298346,1911.779323272455,0.018528841925053996,not_computed
C2,log,4,Poisson,0.09190964698791504,True,9,-2830.0779803098153,5666.155960619631,5685.378095595857,8.19578865218773e-05,not_computed
C2,log,4,NB,0.2425708770751953,True,20,-2363.30709777327,4734.61419554654,4760.2437088481765,0.0008118010793367603,not_computed
C2,log,4,ZIP,0.23953700065612793,True,14,-2289.0511572737532,4588.1023145475065,4620.139206174552,0.0011289867373704965,not_computed
C2,log,4,ZINB,1.138099193572998,True,43,-2289.051120139837,4590.102240279674,4628.546510232129,0.0032518928907734335,not_computed
C2,log,4,P+NB,2.3492484092712402,True,102,-2289.982226805606,4595.964453611212,4647.223480214484,0.006240184935961679,not_computed
C2,log,4,Z+P+NB,3.7106428146362305,True,38,-2282.396687631496,4584.793375262992,4648.867158517082,0.006735014714166709,not_computed
C2,log,4,ZIP--ZINB,4.913640022277832,True,272,-2281.5867400632983,4587.173480126597,4664.062020031505,0.2612499642348496,not_computed
H2AX1H60,identity,3,Poisson,0.027985572814941406,True,7,-1255.099131176838,2514.198262353676,2522.541663548498,8.698761570613556e-06,not_computed
H2AX1H60,identity,3,NB,0.0595850944519043,True,11,-1005.9598237180617,2017.9196474361233,2030.4347492283562,2.3344292989335713e-05,not_computed
H2AX1H60,identity,3,ZIP,0.0717935562133789,True,11,-947.4730116999585,1902.946023399917,1919.6328257895607,4.8502098915159664e-05,not_computed
H2AX1H60,identity,3,ZINB,0.13359689712524414,True,16,-940.8598682426064,1891.7197364852127,1912.5782394722673,0.00010655129738049163,not_computed
H2AX1H60,identity,3,P+NB,0.34827613830566406,True,31,-935.7883096891967,1883.5766193783934,1908.6068229628588,4.611003381368839,not_computed
H2AX1H60,identity,3,Z+P+NB,0.6389672756195068,True,64,-931.9356970473881,1879.8713940947762,1913.2449988740634,1.661645072159601e-05,not_computed
H2AX1H60,identity,3,ZIP--ZINB,0.7899811267852783,True,59,-921.016194209825,1862.03238841965,1903.749394393759,0.0012937877165910688,not_computed
H2AX1H60,identity,4,Poisson,0.027608871459960938,True,6,-1249.9522662333065,2503.904532466613,2512.252104674417,8.211699600302325e-06,not_computed
H2AX1H60,identity,4,NB,0.0555882453918457,True,8,-1002.2299499788596,2010.4598999577192,2022.981258269425,6.515702203224727e-05,not_computed
H2AX1H60,identity,4,ZIP,0.07352495193481445,True,11,-940.6168109680234,1889.2336219360468,1905.9287663516545,7.490416682820467e-05,not_computed
H2AX1H60,identity,4,ZINB,0.140960693359375,True,16,-934.9806525779194,1879.9613051558388,1900.8302356753484,4.003894072113212e-05,not_computed
H2AX1H60,identity,4,P+NB,0.2589864730834961,True,31,-924.1011512234695,1860.202302446939,1885.2450190703507,19.9409100276177,not_computed
H2AX1H60,identity,4,Z+P+NB,0.5745868682861328,True,48,-921.1026571482677,1858.2053142965353,1891.5956031277508,0.0013731678872557218,not_computed
H2AX1H60,identity,4,ZIP--ZINB,0.8043661117553711,True,27,-909.3208100254853,1838.6416200509707,1880.3794810899901,0.020747549187919212,not_computed
H2AX1H60,log,0,Poisson,0.03443598747253418,True,10,-1261.1523325191497,2526.3046650382994,2534.6480662331214,8.767583763447107e-05,not_computed
H2AX1H60,log,0,NB,0.06752681732177734,True,11,-1005.6799874187798,2017.3599748375595,2029.8750766297924,2.2517946350664175e-05,not_computed
H2AX1H60,log,0,ZIP,0.0784454345703125,True,12,-945.7863953402574,1899.5727906805148,1916.2595930701584,0.0003065476370096576,not_computed
H2AX1H60,log,0,ZINB,0.1672043800354004,True,20,-939.317984008429,1888.635968016858,1909.4944710039126,2.429716477791999e-05,not_computed
H2AX1H60,log,0,P+NB,0.26191258430480957,True,28,-929.3522961834449,1870.7045923668898,1895.7347959513552,2.0796276554990722e-05,not_computed
H2AX1H60,log,0,Z+P+NB,0.5179977416992188,True,36,-926.5598855792514,1869.1197711585028,1902.49337593779,0.0054867632435666724,not_computed
H2AX1H60,log,0,ZIP--ZINB,1.0249035358428955,True,55,-917.6542207620471,1855.3084415240942,1897.0254474982032,0.1257190718258567,not_computed
C2,identity,3,Poisson,0.30356788635253906,True,28,-2828.4690196804904,5662.938039360981,5682.1601743372075,0.0020688695781814204,not_computed
C2,identity,3,NB,0.3515455722808838,True,21,-2359.99596626533,4727.99193253066,4753.621445832297,0.0005407599528606255,not_computed
C2,identity,3,ZIP,0.9238040447235107,True,29,-2288.0460737816247,4586.0921475632495,4618.129039190295,0.0012825162302334547,not_computed
C2,identity,3,ZINB,2.18526291847229,True,188,-2288.046067126867,4588.092134253734,4626.536404206188,0.015636569581218396,not_computed
C2,identity,3,P+NB,1.407820701599121,True,45,-2288.9941897823905,4593.988379564781,4645.247406168053,0.018055889357664598,not_computed
C2,identity,3,Z+P+NB,4.072224140167236,True,291,-2286.964507073725,4593.92901414745,4658.00279740154,0.0065443560388462885,not_computed
C2,identity,3,ZIP--ZINB,4.396275758743286,True,214,-2283.3822069639405,4590.764413927881,4667.6529538327895,0.2558170734643314,not_computed
