Scenario,Dataset,Rep,RestrictedModel,FullModel,RestrictedLogLik,FullLogLik,LRT,df,boundary_dim,p_value,reject,method
D3,Dataset 3,6,Poisson,ZIP--ZINB,-73965.20381496129,-29073.11839653926,89784.17083684407,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,6,NB,ZIP--ZINB,-33221.91072658813,-29073.11839653926,8297.584660097746,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,6,P+NB,ZIP--ZINB,-32485.88749502009,-29073.11839653926,6825.538196961665,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,6,ZIP,ZIP--ZINB,-43248.47053264277,-29073.11839653926,28350.704272207025,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,6,ZINB,ZIP--ZINB,-29652.88070054196,-29073.11839653926,1159.5246080053985,nan,1,1.9090921674017404e-254,True,chi-bar² heuristic; k=1
D3,Dataset 3,6,Z+P+NB,ZIP--ZINB,-29087.750271834426,-29073.11839653926,29.263750590333075,2,0,4.4203565302622373e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,5,Poisson,ZIP--ZINB,-73121.00653083732,-28993.063776135943,88255.88550940275,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,5,NB,ZIP--ZINB,-33077.029712922405,-28993.063776135943,8167.931873572925,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,5,P+NB,ZIP--ZINB,-32347.263027961286,-28993.063776135943,6708.398503650686,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,5,ZIP,ZIP--ZINB,-42220.2561107174,-28993.063776135943,26454.384669162908,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,5,ZINB,ZIP--ZINB,-29557.391993785597,-28993.063776135943,1128.6564352993082,nan,1,9.76369797912885e-248,True,chi-bar² heuristic; k=1
D3,Dataset 3,5,Z+P+NB,ZIP--ZINB,-29009.450149931086,-28993.063776135943,32.7727475902866,2,0,7.646950560369955e-08,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,13,Poisson,ZIP--ZINB,-71260.61582602852,-28953.688807719678,84613.85403661767,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,13,NB,ZIP--ZINB,-32959.34494093936,-28953.688807719678,8011.3122664393595,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,13,P+NB,ZIP--ZINB,-32225.999641393657,-28953.688807719678,6544.621667347958,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,13,ZIP,ZIP--ZINB,-41145.0499131654,-28953.688807719678,24382.722210891443,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,13,ZINB,ZIP--ZINB,-29497.64501942178,-28953.688807719678,1087.9124234042029,nan,1,6.998962584874199e-239,True,chi-bar² heuristic; k=1
D3,Dataset 3,13,Z+P+NB,ZIP--ZINB,-28968.110022121953,-28953.688807719678,28.842428804549854,2,0,5.456902104913629e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,3,Poisson,ZIP--ZINB,-72402.00963120534,-29289.62903491732,86224.76119257603,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,3,NB,ZIP--ZINB,-33440.96201555911,-29289.62903491732,8302.66596128358,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,3,P+NB,ZIP--ZINB,-32733.838064575168,-29289.62903491732,6888.4180593156925,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,3,ZIP,ZIP--ZINB,-42160.51462952806,-29289.62903491732,25741.771189221472,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,3,ZINB,ZIP--ZINB,-29811.527653484423,-29289.62903491732,1043.797237134204,nan,1,2.7132933966276933e-229,True,chi-bar² heuristic; k=1
D3,Dataset 3,3,Z+P+NB,ZIP--ZINB,-29318.645761573713,-29289.62903491732,58.03345331278251,2,0,2.50147248511524e-13,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,1,Poisson,ZIP--ZINB,-73674.85809396031,-29104.272810616796,89141.17056668704,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,1,NB,ZIP--ZINB,-33355.82602406863,-29104.272810616796,8503.106426903665,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,1,P+NB,ZIP--ZINB,-32535.337558725318,-29104.272810616796,6862.129496217043,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,1,ZIP,ZIP--ZINB,-42624.18765654128,-29104.272810616796,27039.829691848972,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,1,ZINB,ZIP--ZINB,-29732.30794098873,-29104.272810616796,1256.0702607438652,nan,1,1.9900613552166215e-275,True,chi-bar² heuristic; k=1
D3,Dataset 3,1,Z+P+NB,ZIP--ZINB,-29119.77835010917,-29104.272810616796,31.011078984745836,2,0,1.845141851069183e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,8,Poisson,ZIP--ZINB,-72033.47016019824,-29125.29583847476,85816.34864344695,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,8,NB,ZIP--ZINB,-33177.58280166739,-29125.29583847476,8104.573926385259,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,8,P+NB,ZIP--ZINB,-32459.766630848346,-29125.29583847476,6668.941584747168,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,8,ZIP,ZIP--ZINB,-41934.840674573716,-29125.29583847476,25619.089672197908,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,8,ZINB,ZIP--ZINB,-29690.99214967585,-29125.29583847476,1131.392622402178,nan,1,2.4827557314078087e-248,True,chi-bar² heuristic; k=1
D3,Dataset 3,8,Z+P+NB,ZIP--ZINB,-29148.027355821287,-29125.29583847476,45.46303469304985,2,0,1.3422315751882077e-10,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,14,Poisson,ZIP--ZINB,-72813.64806621942,-29184.693149054692,87257.90983432946,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,14,NB,ZIP--ZINB,-33213.17461675364,-29184.693149054692,8056.962935397896,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,14,P+NB,ZIP--ZINB,-32499.739826885223,-29184.693149054692,6630.093355661062,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,14,ZIP,ZIP--ZINB,-42644.225769030774,-29184.693149054692,26919.065239952164,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,14,ZINB,ZIP--ZINB,-29769.26480034463,-29184.693149054692,1169.143302579876,nan,1,1.55011203303419e-256,True,chi-bar² heuristic; k=1
D3,Dataset 3,14,Z+P+NB,ZIP--ZINB,-29206.47983820044,-29184.693149054692,43.57337829149765,2,0,3.452718128556721e-10,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,4,Poisson,ZIP--ZINB,-73944.61646825753,-29092.924175486118,89703.38458554284,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,4,NB,ZIP--ZINB,-33182.36341412659,-29092.924175486118,8178.878477280938,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,4,P+NB,ZIP--ZINB,-32400.967984759947,-29092.924175486118,6616.087618547659,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,4,ZIP,ZIP--ZINB,-42918.06104681498,-29092.924175486118,27650.27374265773,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,4,ZINB,ZIP--ZINB,-29711.30631446123,-29092.924175486118,1236.7642779502276,nan,1,3.1222342837255047e-271,True,chi-bar² heuristic; k=1
D3,Dataset 3,4,Z+P+NB,ZIP--ZINB,-29104.974017836514,-29092.924175486118,24.09968470079184,2,0,5.845477045372269e-06,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,11,Poisson,ZIP--ZINB,-76063.77969947219,-29312.758709245732,93502.04198045291,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,11,NB,ZIP--ZINB,-33313.79027082797,-29312.758709245732,8002.06312316448,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,11,P+NB,ZIP--ZINB,-32624.692526644743,-29312.758709245732,6623.867634798022,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,11,ZIP,ZIP--ZINB,-43663.42540361092,-29312.758709245732,28701.333388730374,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,11,ZINB,ZIP--ZINB,-29857.697923306536,-29312.758709245732,1089.8784281216067,nan,1,2.616554760856927e-239,True,chi-bar² heuristic; k=1
D3,Dataset 3,11,Z+P+NB,ZIP--ZINB,-29324.828476808274,-29312.758709245732,24.139535125083057,2,0,5.730157374869754e-06,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,7,Poisson,ZIP--ZINB,-73642.631516077,-29041.73720662699,89201.78861890003,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,7,NB,ZIP--ZINB,-33126.622292081025,-29041.73720662699,8169.770170908072,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,7,P+NB,ZIP--ZINB,-32431.101301038714,-29041.73720662699,6778.72818882345,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,7,ZIP,ZIP--ZINB,-42646.81161722969,-29041.73720662699,27210.148821205396,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,7,ZINB,ZIP--ZINB,-29611.23109627908,-29041.73720662699,1138.9877793041815,nan,1,5.5490203154072526e-250,True,chi-bar² heuristic; k=1
D3,Dataset 3,7,Z+P+NB,ZIP--ZINB,-29061.033330954117,-29041.73720662699,38.592248654254945,2,0,4.166771477063169e-09,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,2,Poisson,ZIP--ZINB,-72082.91698383713,-29032.206493549817,86101.42098057462,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,2,NB,ZIP--ZINB,-33189.420276761266,-29032.206493549817,8314.427566422899,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,2,P+NB,ZIP--ZINB,-32497.398063903347,-29032.206493549817,6930.383140707061,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,2,ZIP,ZIP--ZINB,-41907.115437080116,-29032.206493549817,25749.8178870606,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,2,ZINB,ZIP--ZINB,-29574.944678508575,-29032.206493549817,1085.4763699175164,nan,1,2.3686552479618753e-238,True,chi-bar² heuristic; k=1
D3,Dataset 3,2,Z+P+NB,ZIP--ZINB,-29053.72315880863,-29032.206493549817,43.03333051762456,2,0,4.523046047235044e-10,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,12,Poisson,ZIP--ZINB,-74738.58225520454,-29367.70188143419,90741.76074754071,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,12,NB,ZIP--ZINB,-33477.00067276262,-29367.70188143419,8218.597582656854,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,12,P+NB,ZIP--ZINB,-32749.79323147911,-29367.70188143419,6764.182700089841,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,12,ZIP,ZIP--ZINB,-43616.318538001775,-29367.70188143419,28497.23331313517,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,12,ZINB,ZIP--ZINB,-29944.242347407668,-29367.70188143419,1153.0809319469554,nan,1,4.800222620560949e-253,True,chi-bar² heuristic; k=1
D3,Dataset 3,12,Z+P+NB,ZIP--ZINB,-29382.089236700263,-29367.70188143419,28.774710532146855,2,0,5.644831709722651e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,0,Poisson,ZIP--ZINB,-75384.60196716501,-29858.070960647274,91053.06201303548,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,0,NB,ZIP--ZINB,-33835.28710748052,-29858.070960647274,7954.432293666498,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,0,P+NB,ZIP--ZINB,-33073.66681956424,-29858.070960647274,6431.191717833935,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,0,ZIP,ZIP--ZINB,-43952.12045500686,-29858.070960647274,28188.098988719168,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,0,ZINB,ZIP--ZINB,-30490.673054779334,-29858.070960647274,1265.2041882641206,nan,1,2.0601006949688974e-277,True,chi-bar² heuristic; k=1
D3,Dataset 3,0,Z+P+NB,ZIP--ZINB,-29882.779750085,-29858.070960647274,49.417578875451,2,0,1.8582711852592082e-11,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,10,Poisson,ZIP--ZINB,-72526.29307037398,-29216.407713292458,86619.77071416305,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,10,NB,ZIP--ZINB,-33310.314600268706,-29216.407713292458,8187.813773952497,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,10,P+NB,ZIP--ZINB,-32624.940513218044,-29216.407713292458,6817.065599851172,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,10,ZIP,ZIP--ZINB,-42137.79958402641,-29216.407713292458,25842.78374146791,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,10,ZINB,ZIP--ZINB,-29755.29648783344,-29216.407713292458,1077.7775490819622,nan,1,1.1164064409858572e-236,True,chi-bar² heuristic; k=1
D3,Dataset 3,10,Z+P+NB,ZIP--ZINB,-29250.231284602472,-29216.407713292458,67.64714262002963,2,0,2.0446059570634273e-15,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,9,Poisson,ZIP--ZINB,-74932.59879570427,-29143.1792203137,91578.83915078113,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,9,NB,ZIP--ZINB,-33150.68746764872,-29143.1792203137,8015.016494670039,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,9,P+NB,ZIP--ZINB,-32488.706081901168,-29143.1792203137,6691.053723174933,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,9,ZIP,ZIP--ZINB,-43597.85575063797,-29143.1792203137,28909.353060648544,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,9,ZINB,ZIP--ZINB,-29676.00351545491,-29143.1792203137,1065.6485902824206,nan,1,4.831091535976952e-234,True,chi-bar² heuristic; k=1
D3,Dataset 3,9,Z+P+NB,ZIP--ZINB,-29161.96384235186,-29143.1792203137,37.569244076315954,2,0,6.949319900799615e-09,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,25,Poisson,ZIP--ZINB,-73625.43577936599,-29249.794214773894,88751.28312918419,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,25,NB,ZIP--ZINB,-33354.552230374706,-29249.794214773894,8209.516031201623,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,25,P+NB,ZIP--ZINB,-32598.270074748893,-29249.794214773894,6696.951719949997,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,25,ZIP,ZIP--ZINB,-42969.74282120647,-29249.794214773894,27439.89721286515,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,25,ZINB,ZIP--ZINB,-29829.15634936635,-29249.794214773894,1158.7242691849096,nan,1,2.8494952558362856e-254,True,chi-bar² heuristic; k=1
D3,Dataset 3,25,Z+P+NB,ZIP--ZINB,-29272.697308115203,-29249.794214773894,45.80618668261741,2,0,1.1306103149322271e-10,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,15,Poisson,ZIP--ZINB,-73427.77765670032,-29261.43801418657,88332.6792850275,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,15,NB,ZIP--ZINB,-33240.9276436567,-29261.43801418657,7958.979258940264,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,15,P+NB,ZIP--ZINB,-32596.84530487546,-29261.43801418657,6670.814581377781,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,15,ZIP,ZIP--ZINB,-42898.785842128615,-29261.43801418657,27274.69565588409,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,15,ZINB,ZIP--ZINB,-29764.470407119188,-29261.43801418657,1006.0647858652374,nan,1,4.314932571952805e-221,True,chi-bar² heuristic; k=1
D3,Dataset 3,15,Z+P+NB,ZIP--ZINB,-29277.254850248282,-29261.43801418657,31.63367212342564,2,0,1.3515601464821237e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,16,Poisson,ZIP--ZINB,-71734.6550701267,-28738.598308944835,85992.11352236372,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,16,NB,ZIP--ZINB,-32756.036486803598,-28738.598308944835,8034.876355717526,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,16,P+NB,ZIP--ZINB,-32062.670021672795,-28738.598308944835,6648.143425455921,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,16,ZIP,ZIP--ZINB,-41838.07448191043,-28738.598308944835,26198.95234593119,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,16,ZINB,ZIP--ZINB,-29289.61919883129,-28738.598308944835,1102.0417797729096,nan,1,5.944097894590196e-242,True,chi-bar² heuristic; k=1
D3,Dataset 3,16,Z+P+NB,ZIP--ZINB,-28752.332276216515,-28738.598308944835,27.46793454336148,2,0,1.0849601804615618e-06,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,17,Poisson,ZIP--ZINB,-74321.96100281278,-29301.32105739697,90041.27989083162,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,17,NB,ZIP--ZINB,-33482.16760315478,-29301.32105739697,8361.693091515626,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,17,P+NB,ZIP--ZINB,-32741.651706965582,-29301.32105739697,6880.661299137224,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,17,ZIP,ZIP--ZINB,-42657.63572966948,-29301.32105739697,26712.629344545014,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,17,ZINB,ZIP--ZINB,-29840.728619249014,-29301.32105739697,1078.8151237040875,nan,1,6.642129000293361e-237,True,chi-bar² heuristic; k=1
D3,Dataset 3,17,Z+P+NB,ZIP--ZINB,-29318.814571326642,-29301.32105739697,34.98702785934438,2,0,2.527338604987531e-08,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,18,Poisson,ZIP--ZINB,-73978.66047077774,-29073.708373461963,89809.90419463156,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,18,NB,ZIP--ZINB,-33060.436970942596,-29073.708373461963,7973.4571949612655,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,18,P+NB,ZIP--ZINB,-32421.42054717033,-29073.708373461963,6695.424347416738,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,18,ZIP,ZIP--ZINB,-42721.26518576323,-29073.708373461963,27295.113624602534,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,18,ZINB,ZIP--ZINB,-29575.355199550013,-29073.708373461963,1003.2936521761003,nan,1,1.72709331770865e-220,True,chi-bar² heuristic; k=1
D3,Dataset 3,18,Z+P+NB,ZIP--ZINB,-29089.250146467904,-29073.708373461963,31.0835460118833,2,0,1.7794825948820315e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,29,Poisson,ZIP--ZINB,-75436.24955541041,-29384.69395911527,92103.11119259028,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,29,NB,ZIP--ZINB,-33548.42838189104,-29384.69395911527,8327.468845551542,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,29,P+NB,ZIP--ZINB,-32806.803730433014,-29384.69395911527,6844.219542635488,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,29,ZIP,ZIP--ZINB,-43697.76660920654,-29384.69395911527,28626.145300182543,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,29,ZINB,ZIP--ZINB,-29967.568261502223,-29384.69395911527,1165.7486047739076,nan,1,8.475058288194936e-256,True,chi-bar² heuristic; k=1
D3,Dataset 3,29,Z+P+NB,ZIP--ZINB,-29396.756585309624,-29384.69395911527,24.12525238870876,2,0,5.771225003447801e-06,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,22,Poisson,ZIP--ZINB,-72371.12509859729,-28864.598704587,87013.05278802058,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,22,NB,ZIP--ZINB,-32930.22337008773,-28864.598704587,8131.249331001469,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,22,P+NB,ZIP--ZINB,-32260.41683970071,-28864.598704587,6791.63627022742,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,22,ZIP,ZIP--ZINB,-41731.89740269042,-28864.598704587,25734.59739620684,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,22,ZINB,ZIP--ZINB,-29392.607799070887,-28864.598704587,1056.018188967777,nan,1,5.987257682047929e-232,True,chi-bar² heuristic; k=1
D3,Dataset 3,22,Z+P+NB,ZIP--ZINB,-28881.418571526152,-28864.598704587,33.63973387830629,2,0,4.957064866540625e-08,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,21,Poisson,ZIP--ZINB,-74592.70450173406,-29431.27691081227,90322.85518184357,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,21,NB,ZIP--ZINB,-33576.536747043036,-29431.27691081227,8290.51967246153,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,21,P+NB,ZIP--ZINB,-32869.659937534416,-29431.27691081227,6876.766053444291,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,21,ZIP,ZIP--ZINB,-43143.579966044344,-29431.27691081227,27424.60611046415,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,21,ZINB,ZIP--ZINB,-29999.871368710625,-29431.27691081227,1137.188915796709,nan,1,1.3651399775645663e-249,True,chi-bar² heuristic; k=1
D3,Dataset 3,21,Z+P+NB,ZIP--ZINB,-29467.98386709723,-29431.27691081227,73.4139125699221,2,0,1.1438562196601366e-16,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,20,Poisson,ZIP--ZINB,-73458.04307014952,-29431.641947862146,88052.80224457475,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,20,NB,ZIP--ZINB,-33533.38436359511,-29431.641947862146,8203.484831465932,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,20,P+NB,ZIP--ZINB,-32816.317863340126,-29431.641947862146,6769.351830955959,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,20,ZIP,ZIP--ZINB,-42642.23066107798,-29431.641947862146,26421.177426431663,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,20,ZINB,ZIP--ZINB,-30009.002799157075,-29431.641947862146,1154.7217025898572,nan,1,2.111856112363901e-253,True,chi-bar² heuristic; k=1
D3,Dataset 3,20,Z+P+NB,ZIP--ZINB,-29454.301564184283,-29431.641947862146,45.31923264427314,2,0,1.4422935762936007e-10,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,19,Poisson,ZIP--ZINB,-73830.92875536937,-29677.080325202252,88307.69686033424,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,19,NB,ZIP--ZINB,-33579.0161519354,-29677.080325202252,7803.871653466296,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,19,P+NB,ZIP--ZINB,-32902.02073883717,-29677.080325202252,6449.880827269837,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,19,ZIP,ZIP--ZINB,-43640.086591215746,-29677.080325202252,27926.012532026987,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,19,ZINB,ZIP--ZINB,-30185.497103043323,-29677.080325202252,1016.8335556821403,nan,1,1.969055456847729e-223,True,chi-bar² heuristic; k=1
